animal_id,date_samplecollection,edta_1,edta_1_position,edta_1_available,edta_2,edta_2_position,edta_2_available,edta_3,edta_3_position,edta_3_available,serum_1,serum_1_position,serum_1_available,serum_2_box,serum_2_position,serum_2_available,serum_3,serum_3_position,serum_3_available,serum_4,serum_4_position,serum_4_available,hep_1,hep_1_position,hep_1_available,hep_2,hep_2_position,hep_2_available,hep_3,hep_3_position,hep_3_available,surplus,surplus_position,surplus_available,hair,FTA_1,FTA_2,FTA_3,infant_sample,comment
25AB48_8T4U,2025-08-01,Box 3A,E2,true,Box 3B,E2,true,Box 1C,F1,true,Box 3D,,true,Box 3E,E2,true,Box 3F,E2,false,Box 3G,E2,false,Box 3H,E2,true,Box 3I,E2,true,Box 3J,E2,,Box 3K,,,,,,,,
25AB49_1V3W,2025-08-01,Box 3A,E3,true,Box 3B,E3,true,Box 1C,F2,true,Box 3D,,true,Box 3E,E3,true,Box 3F,E3,false,Box 3G,E3,false,Box 3H,E3,true,Box 3I,E3,true,Box 3J,E3,,Box 3K,,,,,,,,
25AB50_6X7Y,2025-08-01,Box 3A,E4,true,Box 3B,E4,true,Box 1C,F3,true,Box 3D,,true,Box 3E,E4,true,Box 3F,E4,false,Box 3G,E4,false,Box 3H,E4,true,Box 3I,E4,false,Box 3J,E4,,Box 3K,,,,,,,,
25AB51_0Z2A,2025-08-01,Box 3A,E5,true,Box 3B,E5,true,Box 1C,F4,true,Box 3D,,true,Box 3E,E5,true,Box 3F,E5,false,Box 3G,E5,false,Box 3H,E5,true,Box 3I,E5,true,Box 3J,E5,,Box 3K,,,,,,,,
25AB52_4B8C,2025-08-01,Box 3A,E6,true,Box 3B,E6,true,Box 1C,F5,true,Box 3D,,true,Box 3E,E6,true,Box 3F,E6,false,Box 3G,E6,false,Box 3H,E6,true,Box 3I,E6,true,Box 3J,E6,,Box 3K,,,,,,,,
25AB53_9D5E,2025-08-01,Box 3A,E7,true,Box 3B,E7,true,Box 1C,F6,true,Box 3D,,true,Box 3E,E7,true,Box 3F,E7,false,Box 3G,E7,false,Box 3H,E7,true,Box 3I,E7,false,Box 3J,E7,,Box 3K,,,,,,,,
25AB54_6F3G,2025-08-01,Box 3A,E8,true,Box 3B,E8,true,Box 1C,F7,true,Box 3D,,true,Box 3E,E8,true,Box 3F,E8,false,Box 3G,E8,false,Box 3H,E8,true,Box 3I,E8,true,Box 3J,E8,,Box 3K,,,,,,,,
25AB55_OH7I,2025-08-01,Box 3A,E9,true,Box 3B,E9,true,Box 1C,F8,true,Box 3D,,true,Box 3E,E9,true,Box 3F,E9,false,Box 3G,E9,false,Box 3H,E9,true,Box 3I,E9,true,Box 3J,E9,,Box 3K,,,,,,,,
25AB56_5J1K_a,2025-08-01,Box 3A,F1,true,Box 3B,F1,true,Box 1C,F9,true,Box 3D,,true,Box 3E,F1,true,Box 3F,F1,true,Box 3G,F1,false,Box 3H,F1,true,Box 3I,F1,true,Box 3J,F1,,Box 3K,,,,,,,,"animal ID given twice, verify correct sample"
25AB56_5J1K_b,2025-09-21,Box 3A,F2,true,Box 3B,F2,true,Box 1C,,false,Box 3D,,true,Box 3E,F2,true,Box 3F,F2,false,Box 3G,F2,false,Box 3H,F2,true,Box 3I,F2,true,Box 3J,F2,,Box 3K,,,,,,,,"animal ID given twice, verify correct sample"
25AB57_8L2M,2025-09-21,Box 3A,F3,true,Box 3B,F3,true,Box 1C,,false,Box 3D,,true,Box 3E,F3,true,Box 3F,F3,true,Box 3G,F3,false,Box 3H,F3,true,Box 3I,F3,true,Box 3J,F3,,Box 3K,,,,,,,,
25AB58_3N6O,2025-09-21,Box 3A,F4,true,Box 3B,F4,true,Box 1C,,false,Box 3D,,true,Box 3E,F4,true,Box 3F,F4,false,Box 3G,F4,false,Box 3H,F4,true,Box 3I,F4,true,Box 3J,F4,,Box 3K,,,,,,,,
25AB59_7P9Q,2025-09-22,Box 3A,F5,true,Box 3B,F5,true,Box 1C,,false,Box 3D,,true,Box 3E,F5,true,Box 3F,F5,false,Box 3G,F5,false,Box 3H,F5,true,Box 3I,F5,true,Box 3J,F5,,Box 3K,,,,,,,,
25AB60_2R4S,2025-09-22,Box 3A,F6,true,Box 3B,F6,false,Box 1C,G1,true,Box 3D,,true,Box 3E,F6,true,Box 3F,F6,false,Box 3G,F6,false,Box 3H,F6,true,Box 3I,F6,true,Box 3J,F6,,Box 3K,,,,,,,,
25AB61_9T1U,2025-09-22,Box 3A,F7,true,Box 3B,F7,true,Box 1C,,false,Box 3D,,true,Box 3E,F7,true,Box 3F,F7,false,Box 3G,F7,false,Box 3H,F7,true,Box 3I,F7,true,Box 3J,F7,,Box 3K,,,,,,,,
25AB62_6V0W,2025-09-23,Box 3A,F8,true,Box 3B,F8,true,Box 1C,,false,Box 3D,,true,Box 3E,F8,true,Box 3F,F8,true,Box 3G,F8,false,Box 3H,F8,true,Box 3I,F8,true,Box 3J,F8,,Box 3K,,,,,,,,
25AB63_3X5Y,2025-09-23,Box 3A,F9,true,Box 3B,F9,true,Box 1C,,false,Box 3D,,true,Box 3E,F9,true,Box 3F,F9,false,Box 3G,F9,false,Box 3H,F9,true,Box 3I,F9,true,Box 3J,F9,,Box 3K,,,,,,,,
25AB64_8Z2A,2025-09-23,Box 3A,G1,true,Box 3B,G1,true,Box 1C,,false,Box 3D,,true,Box 3E,G1,true,Box 3F,G1,true,Box 3G,G1,false,Box 3H,G1,true,Box 3I,G1,true,Box 3J,G1,,Box 3K,,,,,,,,
25AB65_4B9C,2025-09-23,Box 3A,G2,true,Box 3B,G2,true,Box 1C,,false,Box 3D,,true,Box 3E,G2,true,Box 3F,G2,true,Box 3G,G2,false,Box 3H,G2,true,Box 3I,G2,true,Box 3J,G2,,Box 3K,,,,,,,,
25AB66_1D6E,2025-09-23,Box 3A,G3,true,Box 3B,G3,true,Box 1C,,false,Box 3D,,true,Box 3E,G3,true,Box 3F,G3,true,Box 3G,G3,false,Box 3H,G3,true,Box 3I,G3,true,Box 3J,G3,,Box 3K,,,,,,,,
25AB67_7F3G,2025-09-23,Box 3A,G4,true,Box 3B,G4,true,Box 1C,,false,Box 3D,,true,Box 3E,G4,true,Box 3F,G4,false,Box 3G,G4,false,Box 3H,G4,true,Box 3I,G4,true,Box 3J,G4,,Box 3K,,,,,,,,
25AB68_2H0I,2025-09-23,Box 3A,G5,true,Box 3B,G5,true,Box 1C,,false,Box 3D,,true,Box 3E,G5,true,Box 3F,G5,false,Box 3G,G5,false,Box 3H,G5,true,Box 3I,G5,true,Box 3J,G5,,Box 3K,,,,,,,,
25AB69_5J8K,2025-09-23,Box 3A,G6,true,Box 3B,G6,true,Box 1C,G2,true,Box 3D,,true,Box 3E,G6,true,Box 3F,G6,false,Box 3G,G6,false,Box 3H,G6,true,Box 3I,G6,true,Box 3J,G6,,Box 3K,,,,,,,,
25AB70_0L1M,2025-09-23,Box 3A,G7,true,Box 3B,G7,true,Box 1C,,false,Box 3D,,true,Box 3E,G7,true,Box 3F,G7,false,Box 3G,G7,false,Box 3H,G7,true,Box 3I,G7,true,Box 3J,G7,,Box 3K,,,,,,,,
25AB71_9N3O,2025-09-23,Box 3A,G8,true,Box 3B,G8,true,Box 1C,,false,Box 3D,,true,Box 3E,G8,true,Box 3F,G8,true,Box 3G,G8,false,Box 3H,G8,true,Box 3I,G8,true,Box 3J,G8,,Box 3K,,,,,,,,
25AB72_6P5Q,2025-09-23,Box 3A,G9,true,Box 3B,G9,true,Box 1C,,false,Box 3D,,true,Box 3E,G9,true,Box 3F,G9,false,Box 3G,G9,false,Box 3H,G9,true,Box 3I,G9,true,Box 3J,G9,,Box 3K,,,,,,,,
25AB73_1R0S,2025-09-23,Box 3A,H1,true,Box 3B,H1,true,Box 1C,,false,Box 3D,,true,Box 3E,H1,true,Box 3F,H1,false,Box 3G,H1,false,Box 3H,H1,true,Box 3I,H1,true,Box 3J,H1,,Box 3K,,,,,,,,
25AB74_8T7U,2025-09-24,Box 3A,H2,true,Box 3B,H2,true,Box 1C,,false,Box 3D,,true,Box 3E,H2,true,Box 3F,H2,true,Box 3G,H2,false,Box 3H,H2,true,Box 3I,H2,true,Box 3J,H2,,Box 3K,,,,,,,,
25AB75_4V2W,2025-09-24,Box 3A,H3,true,Box 3B,H3,true,Box 1C,,false,Box 3D,,true,Box 3E,H3,true,Box 3F,H3,true,Box 3G,H3,false,Box 3H,H3,true,Box 3I,H3,true,Box 3J,H3,,Box 3K,,,,,,,,
25AB76_9X5Y,2025-09-24,Box 3A,H4,true,Box 3B,H4,true,Box 1C,,false,Box 3D,,true,Box 3E,H4,true,Box 3F,H4,true,Box 3G,H4,false,Box 3H,H4,true,Box 3I,H4,true,Box 3J,H4,,Box 3K,,,,,,,,
25AB77_1Z8A,2025-09-25,Box 3A,H5,true,Box 3B,H5,true,Box 1C,,false,Box 3D,,true,Box 3E,H5,true,Box 3F,H5,false,Box 3G,H5,false,Box 3H,H5,true,Box 3I,H5,true,Box 3J,H5,,Box 3K,,,,,,,,
25AB78_6B3C,2025-09-25,Box 3A,H6,true,Box 3B,H6,true,Box 1C,,false,Box 3D,,true,Box 3E,H6,true,Box 3F,H6,false,Box 3G,H6,false,Box 3H,H6,true,Box 3I,H6,true,Box 3J,H6,,Box 3K,,,,,,,,
25AB79_2D7E,2025-09-25,Box 3A,H7,true,Box 3B,H7,true,Box 1C,,false,Box 3D,,true,Box 3E,H7,true,Box 3F,H7,false,Box 3G,H7,false,Box 3H,H7,true,Box 3I,H7,true,Box 3J,H7,,Box 3K,,,,,,,,
25AB80_0F4G,2025-09-25,Box 3A,H8,true,Box 3B,H8,false,Box 1C,,false,Box 3D,,false,Box 3E,H8,false,Box 3F,H8,false,Box 3G,H8,false,Box 3H,H8,true,Box 3I,H8,false,Box 3J,H8,,Box 3K,,,,,,,,
25AB81_5L9M,2025-09-26,Box 3A,H9,true,Box 3B,H9,true,Box 1C,,false,Box 3D,,true,Box 3E,H9,true,Box 3F,H9,false,Box 3G,H9,false,Box 3H,H9,true,Box 3I,H9,true,Box 3J,H9,,Box 3K,,,,,,,,
25AB82_5J1K,2025-09-26,Box 3A,I1,true,Box 3B,I1,true,Box 1C,,false,Box 3D,,true,Box 3E,I1,true,Box 3F,I1,false,Box 3G,I1,false,Box 3H,I1,true,Box 3I,I1,true,Box 3J,I1,,Box 3K,,,,,,,,
25AB83_8L2M,2025-09-26,Box 3A,I2,true,Box 3B,I2,false,Box 1C,,false,Box 3D,,true,Box 3E,I2,true,Box 3F,I2,false,Box 3G,I2,false,Box 3H,I2,true,Box 3I,I2,true,Box 3J,I2,,Box 3K,,,,,,,,
25AB84_3N6O,2025-09-26,Box 3A,I3,true,Box 3B,I3,true,Box 1C,,false,Box 3D,,true,Box 3E,I3,true,Box 3F,I3,false,Box 3G,I3,false,Box 3H,I3,true,Box 3I,I3,true,Box 3J,I3,,Box 3K,,,,,,,,
25AB85_7P9Q,2025-09-26,Box 3A,I4,true,Box 3B,I4,true,Box 1C,,false,Box 3D,,true,Box 3E,I4,true,Box 3F,I4,false,Box 3G,I4,false,Box 3H,I4,true,Box 3I,I4,true,Box 3J,I4,,Box 3K,,,,,,,,
25AB86_2R4S,2025-09-26,Box 3A,I5,true,Box 3B,I5,true,Box 1C,,false,Box 3D,,true,Box 3E,I5,true,Box 3F,I5,false,Box 3G,I5,false,Box 3H,I5,true,Box 3I,I5,true,Box 3J,I5,,Box 3K,,,,,,,,
25AB87_9T1U,2025-09-26,Box 3A,I6,true,Box 3B,I6,true,Box 1C,,false,Box 3D,,true,Box 3E,I6,true,Box 3F,I6,false,Box 3G,I6,false,Box 3H,I6,true,Box 3I,I6,true,Box 3J,I6,,Box 3K,,,,,,,,
25AB88_6V0W,2025-09-27,Box 3A,I7,true,Box 3B,I7,true,Box 1C,,false,Box 3D,,true,Box 3E,I7,true,Box 3F,I7,false,Box 3G,I7,false,Box 3H,I7,true,Box 3I,I7,false,Box 3J,I7,,Box 3K,,,,,,,,
25AB89_3X5Y,2025-09-27,Box 3A,I8,true,Box 3B,I8,true,Box 1C,,false,Box 3D,,true,Box 3E,I8,true,Box 3F,I8,false,Box 3G,I8,false,Box 3H,I8,true,Box 3I,I8,true,Box 3J,I8,,Box 3K,,,,,,,,
25AB90_8Z2A,2025-09-27,Box 3A,I9,true,Box 3B,I9,true,Box 1C,,false,Box 3D,,true,Box 3E,I9,true,Box 3F,I9,false,Box 3G,I9,false,Box 3H,I9,true,Box 3I,I9,true,Box 3J,I9,,Box 3K,,,,,,,,
25AB91_4B9C,2025-09-27,Box 4A,A1,true,Box 4B,A1,false,Box 1C,,false,Box 4D,,true,Box 4E,A1,false,Box 4F,A1,false,Box 4G,A1,false,Box 4H,A1,true,Box 4I,A1,false,Box 4J,A1,,Box 4K,,,,,,,,
25AB92_1D6E,2025-09-27,Box 4A,A2,true,Box 4B,A2,true,Box 1C,,false,Box 4D,,true,Box 4E,A2,true,Box 4F,A2,false,Box 4G,A2,false,Box 4H,A2,true,Box 4I,A2,true,Box 4J,A2,,Box 4K,,,,,,,,
25AB93_7F3G,2025-09-27,Box 4A,A3,true,Box 4B,A3,true,Box 1C,,false,Box 4D,,true,Box 4E,A3,true,Box 4F,A3,false,Box 4G,A3,false,Box 4H,A3,true,Box 4I,A3,true,Box 4J,A3,,Box 4K,,,,,,,,
25AB94_2H0I,2025-09-27,Box 4A,A4,true,Box 4B,A4,true,Box 1C,,false,Box 4D,,true,Box 4E,A4,true,Box 4F,A4,false,Box 4G,A4,false,Box 4H,A4,true,Box 4I,A4,true,Box 4J,A4,,Box 4K,,,,,,,,
25AB95_5J8K,2025-09-27,Box 4A,A5,true,Box 4B,A5,true,Box 1C,G3,true,Box 4D,,true,Box 4E,A5,true,Box 4F,A5,false,Box 4G,A5,false,Box 4H,A5,true,Box 4I,A5,true,Box 4J,A5,,Box 4K,,,,,,,,
25AB96_0L1M,2025-09-27,Box 4A,A6,true,Box 4B,A6,true,Box 1C,,false,Box 4D,,true,Box 4E,A6,true,Box 4F,A6,false,Box 4G,A6,false,Box 4H,A6,true,Box 4I,A6,true,Box 4J,A6,,Box 4K,,,,,,,,
25AB97_9N3O,2025-09-27,Box 4A,A7,true,Box 4B,A7,true,Box 1C,,false,Box 4D,,true,Box 4E,A7,true,Box 4F,A7,false,Box 4G,A7,false,Box 4H,A7,true,Box 4I,A7,true,Box 4J,A7,,Box 4K,,,,,,,,
25AB98_6P5Q,2025-09-27,Box 4A,A8,true,Box 4B,A8,true,Box 1C,,false,Box 4D,,true,Box 4E,A8,true,Box 4F,A8,false,Box 4G,A8,false,Box 4H,A8,true,Box 4I,A8,true,Box 4J,A8,,Box 4K,,,,,,,,
25AB99_1R0S,2025-09-27,Box 4A,A9,true,Box 4B,A9,false,Box 1C,,false,Box 4D,,true,Box 4E,A9,true,Box 4F,A9,false,Box 4G,A9,false,Box 4H,A9,false,Box 4I,A9,false,Box 4J,A9,,Box 4K,,,,,,,,
25AB100_8T7U,2025-09-27,Box 4A,B1,false,Box 4B,B1,false,Box 1C,,false,Box 4D,,true,Box 4E,B1,false,Box 4F,B1,false,Box 4G,B1,false,Box 4H,B1,false,Box 4I,B1,false,Box 4J,B1,,Box 4K,,,,,,,,
25AB101,,Box 4A,B2,false,Box 4B,B2,false,Box 1C,,false,Box 4D,,false,Box 4E,B2,false,Box 4F,B2,false,Box 4G,B2,false,Box 4H,B2,false,Box 4I,B2,false,Box 4J,B2,,Box 4K,,,,,,,,
25AB102,,Box 4A,B3,false,Box 4B,B3,false,Box 1C,,false,Box 4D,,false,Box 4E,B3,false,Box 4F,B3,false,Box 4G,B3,false,Box 4H,B3,false,Box 4I,B3,false,Box 4J,B3,,Box 4K,,,,,,,,
25AB103,,Box 4A,B4,false,Box 4B,B4,false,Box 1C,,false,Box 4D,,false,Box 4E,B4,false,Box 4F,B4,false,Box 4G,B4,false,Box 4H,B4,false,Box 4I,B4,false,Box 4J,B4,,Box 4K,,,,,,,,
25AB104_6B3C,2025-09-27,Box 4A,B5,false,Box 4B,B5,false,Box 1C,,false,Box 4D,,false,Box 4E,B5,false,Box 4F,B5,false,Box 4G,B5,false,Box 4H,B5,false,Box 4I,B5,false,Box 4J,B5,,Box 4K,,,,,,,,
25AC01_4V2W,2025-09-28,Box 4A,B6,true,Box 4B,B6,false,Box 1C,,false,Box 4D,,true,Box 4E,B6,false,Box 4F,B6,false,Box 4G,B6,false,Box 4H,B6,true,Box 4I,B6,true,Box 4J,B6,,Box 4K,,,,,,,,
25AC02_9X5Y,2025-09-28,Box 4A,B7,true,Box 4B,B7,true,Box 1C,G4,true,Box 4D,,true,Box 4E,B7,false,Box 4F,B7,false,Box 4G,B7,false,Box 4H,B7,true,Box 4I,B7,true,Box 4J,B7,,Box 4K,,,,,,,,
25AC03_1Z8A,2025-11-19,Box 4A,B8,true,Box 4B,B8,true,Box 1C,,false,Box 4D,,true,Box 4E,B8,true,Box 4F,B8,true,Box 4G,B8,,Box 4H,B8,true,Box 4I,B8,true,Box 4J,B8,,Box 4K,,,,,,,,
25AC04_6B3C,2025-11-19,Box 4A,B9,true,Box 4B,B9,true,Box 1C,,false,Box 4D,,true,Box 4E,B9,true,Box 4F,B9,true,Box 4G,B9,,Box 4H,B9,true,Box 4I,B9,true,Box 4J,B9,,Box 4K,,,,,,,,
25AC05_2D7E,2025-11-19,Box 4A,C1,true,Box 4B,C1,true,Box 1C,,false,Box 4D,,true,Box 4E,C1,true,Box 4F,C1,true,Box 4G,C1,,Box 4H,C1,true,Box 4I,C1,true,Box 4J,C1,,Box 4K,,,,,,,,
25AC06_0F4G,2025-11-20,Box 4A,C2,true,Box 4B,C2,true,Box 1C,,false,Box 4D,,true,Box 4E,C2,true,Box 4F,C2,true,Box 4G,C2,,Box 4H,C2,true,Box 4I,C2,true,Box 4J,C2,,Box 4K,,,,,,,,
25AC07_5H9I,2025-11-20,Box 4A,C3,true,Box 4B,C3,true,Box 1C,,false,Box 4D,,true,Box 4E,C3,true,Box 4F,C3,true,Box 4G,C3,,Box 4H,C3,true,Box 4I,C3,true,Box 4J,C3,,Box 4K,,,,,,,,
25AC08_3J8K,2025-11-20,Box 4A,C4,true,Box 4B,C4,true,Box 1C,,false,Box 4D,,true,Box 4E,C4,true,Box 4F,C4,true,Box 4G,C4,,Box 4H,C4,true,Box 4I,C4,true,Box 4J,C4,,Box 4K,,,,,,,,
25AC09_7L0M,2025-11-20,Box 4A,C5,true,Box 4B,C5,true,Box 1C,,false,Box 4D,,true,Box 4E,C5,true,Box 4F,C5,true,Box 4G,C5,,Box 4H,C5,true,Box 4I,C5,true,Box 4J,C5,,Box 4K,,,,,,,,
25AC10_4N6O,2025-11-17,Box 4A,C6,true,Box 4B,C6,true,Box 1C,,false,Box 4D,,true,Box 4E,C6,true,Box 4F,C6,true,Box 4G,C6,true,Box 4H,C6,true,Box 4I,C6,true,Box 4J,C6,true,Box 4K,,,,,,,,
25AC11_9P3Q,2025-11-17,Box 4A,C7,true,Box 4B,C7,true,Box 1C,,false,Box 4D,,true,Box 4E,C7,true,Box 4F,C7,true,Box 4G,C7,true,Box 4H,C7,true,Box 4I,C7,true,Box 4J,C7,,Box 4K,,,,,,,,
25AC12_6R1S,2025-11-17,Box 4A,C8,true,Box 4B,C8,true,Box 1C,,false,Box 4D,,true,Box 4E,C8,true,Box 4F,C8,true,Box 4G,C8,true,Box 4H,C8,true,Box 4I,C8,true,Box 4J,C8,,Box 4K,,,,,,,,
25AC13_2T5U,2025-11-17,Box 4A,C9,true,Box 4B,C9,true,Box 1C,,false,Box 4D,,true,Box 4E,C9,true,Box 4F,C9,true,Box 4G,C9,true,Box 4H,C9,true,Box 4I,C9,true,Box 4J,C9,,Box 4K,,,,,,,,
25AC14_0V8W,2025-11-17,Box 4A,D1,true,Box 4B,D1,true,Box 1C,G5,true,Box 4D,,true,Box 4E,D1,true,Box 4F,D1,true,Box 4G,D1,true,Box 4H,D1,true,Box 4I,D1,true,Box 4J,D1,true,Box 4K,,,,,,,,
25AC15_4X1Y,2025-11-17,Box 4A,D2,true,Box 4B,D2,true,Box 1C,G6,true,Box 4D,,true,Box 4E,D2,true,Box 4F,D2,true,Box 4G,D2,true,Box 4H,D2,true,Box 4I,D2,true,Box 4J,D2,,Box 4K,,,,,,,,
25AC16_9Z3A,2025-11-17,Box 4A,D3,true,Box 4B,D3,true,Box 1C,G7,true,Box 4D,,true,Box 4E,D3,true,Box 4F,D3,true,Box 4G,D3,true,Box 4H,D3,true,Box 4I,D3,true,Box 4J,D3,true,Box 4K,,,,,,,,
25AC17_5B6C,2025-11-17,Box 4A,D4,true,Box 4B,D4,true,Box 1C,G8,true,Box 4D,,true,Box 4E,D4,true,Box 4F,D4,true,Box 4G,D4,true,Box 4H,D4,true,Box 4I,D4,true,Box 4J,D4,,Box 4K,,,,,,,,
25AC18_1D8E,2025-11-17,Box 4A,D5,true,Box 4B,D5,true,Box 1C,G9,true,Box 4D,,true,Box 4E,D5,true,Box 4F,D5,true,Box 4G,D5,true,Box 4H,D5,true,Box 4I,D5,true,Box 4J,D5,,Box 4K,,,,,,,,
25AC19_7F0G,2025-11-18,Box 4A,D6,true,Box 4B,D6,true,Box 1C,H1,true,Box 4D,,true,Box 4E,D6,true,Box 4F,D6,true,Box 4G,D6,true,Box 4H,D6,true,Box 4I,D6,true,Box 4J,D6,,Box 4K,,,,,,,,
25AC20_2H3I,2025-11-18,Box 4A,D7,true,Box 4B,D7,true,Box 1C,H2,true,Box 4D,,true,Box 4E,D7,true,Box 4F,D7,true,Box 4G,D7,true,Box 4H,D7,true,Box 4I,D7,true,Box 4J,D7,,Box 4K,,,,,,,,
25AC21_8J6K,2025-11-18,Box 4A,D8,true,Box 4B,D8,true,Box 1C,H3,true,Box 4D,,true,Box 4E,D8,true,Box 4F,D8,true,Box 4G,D8,true,Box 4H,D8,true,Box 4I,D8,true,Box 4J,D8,,Box 4K,,,,,,,,
25AC22_5L9M,2025-11-18,Box 4A,D9,true,Box 4B,D9,true,Box 1C,H4,true,Box 4D,,true,Box 4E,D9,true,Box 4F,D9,true,Box 4G,D9,true,Box 4H,D9,true,Box 4I,D9,true,Box 4J,D9,,Box 4K,,,,,,,,
25AC23_0N1O,2025-11-20,Box 4A,E1,true,Box 4B,E1,true,Box 1C,H5,true,Box 4D,,true,Box 4E,E1,true,Box 4F,E1,true,Box 4G,E1,true,Box 4H,E1,true,Box 4I,E1,true,Box 4J,E1,,Box 4K,,,,,,,,
25AC24_6P7Q,2025-11-20,Box 4A,E2,true,Box 4B,E2,true,Box 1C,H6,true,Box 4D,,true,Box 4E,E2,true,Box 4F,E2,,Box 4G,E2,,Box 4H,E2,true,Box 4I,E2,true,Box 4J,E2,,Box 4K,,,,,,,,
25AC25_3R2S,2025-11-20,Box 4A,E3,true,Box 4B,E3,true,Box 1C,H7,true,Box 4D,,true,Box 4E,E3,true,Box 4F,E3,,Box 4G,E3,,Box 4H,E3,true,Box 4I,E3,true,Box 4J,E3,,Box 4K,,,,,,,,
25AC26_7T9U,2025-11-20,Box 4A,E4,true,Box 4B,E4,true,Box 1C,H8,true,Box 4D,,true,Box 4E,E4,true,Box 4F,E4,,Box 4G,E4,,Box 4H,E4,true,Box 4I,E4,true,Box 4J,E4,,Box 4K,,,,,,,,
25AC27_0V3W,2025-11-20,Box 4A,E5,true,Box 4B,E5,true,Box 1C,,,Box 4D,,true,Box 4E,E5,true,Box 4F,E5,,Box 4G,E5,,Box 4H,E5,true,Box 4I,E5,true,Box 4J,E5,,Box 4K,,,,,,,,
25AC28_6X4Y,2025-11-21,Box 4A,E6,true,Box 4B,E6,true,Box 1C,,,Box 4D,,true,Box 4E,E6,true,Box 4F,E6,true,Box 4G,E6,false,Box 4H,E6,true,Box 4I,E6,true,Box 4J,E6,,Box 4K,,,,,,,,
25AC29_3Z8A,2025-11-21,Box 4A,E7,true,Box 4B,E7,true,Box 1C,,,Box 4D,,true,Box 4E,E7,true,Box 4F,E7,true,Box 4G,E7,false,Box 4H,E7,true,Box 4I,E7,true,Box 4J,E7,,Box 4K,,,,,,,,
25AC30_8B1C,2025-11-21,Box 4A,E8,true,Box 4B,E8,true,Box 1C,,,Box 4D,,true,Box 4E,E8,true,Box 4F,E8,true,Box 4G,E8,false,Box 4H,E8,true,Box 4I,E8,true,Box 4J,E8,,Box 4K,,,,,,,,
25AC31_0D5E,2025-11-21,Box 4A,E9,true,Box 4B,E9,true,Box 1C,,,Box 4D,,true,Box 4E,E9,true,Box 4F,E9,true,Box 4G,E9,false,Box 4H,E9,true,Box 4I,E9,true,Box 4J,E9,,Box 4K,,,,,,,,
25AC32_4F3G,2025-11-21,Box 4A,F1,true,Box 4B,F1,true,Box 1C,,,Box 4D,,true,Box 4E,F1,true,Box 4F,F1,true,Box 4G,F1,false,Box 4H,F1,true,Box 4I,F1,true,Box 4J,F1,,Box 4K,,,,,,,,
25AC33_1H8I,2025-11-21,Box 4A,F2,true,Box 4B,F2,true,Box 1C,,,Box 4D,,true,Box 4E,F2,true,Box 4F,F2,true,Box 4G,F2,false,Box 4H,F2,true,Box 4I,F2,true,Box 4J,F2,,Box 4K,,,,,,,,
25AC34_5J9K,2025-11-21,Box 4A,F3,true,Box 4B,F3,true,Box 1C,,,Box 4D,,true,Box 4E,F3,true,Box 4F,F3,true,Box 4G,F3,false,Box 4H,F3,true,Box 4I,F3,true,Box 4J,F3,,Box 4K,,,,,,,,
25AC35_7L2M,2025-11-21,Box 4A,F4,true,Box 4B,F4,true,Box 1C,,,Box 4D,,true,Box 4E,F4,true,Box 4F,F4,true,Box 4G,F4,false,Box 4H,F4,true,Box 4I,F4,true,Box 4J,F4,,Box 4K,,,,,,,,
25AC36_3N5O,2025-11-21,Box 4A,F5,true,Box 4B,F5,true,Box 1C,,,Box 4D,,true,Box 4E,F5,true,Box 4F,F5,true,Box 4G,F5,false,Box 4H,F5,true,Box 4I,F5,true,Box 4J,F5,,Box 4K,,,,,,,,
25AC37_9P0Q,2025-11-21,Box 4A,F6,true,Box 4B,F6,true,Box 1C,,,Box 4D,,true,Box 4E,F6,true,Box 4F,F6,true,Box 4G,F6,false,Box 4H,F6,true,Box 4I,F6,true,Box 4J,F6,,Box 4K,,,,,,,,
25AC38_1R7S,2025-11-21,Box 4A,F7,true,Box 4B,F7,true,Box 1C,,,Box 4D,,true,Box 4E,F7,true,Box 4F,F7,true,Box 4G,F7,false,Box 4H,F7,true,Box 4I,F7,true,Box 4J,F7,,Box 4K,,,,,,,,
25AC39_8T2U,2025-11-21,Box 4A,F8,true,Box 4B,F8,true,Box 1C,,,Box 4D,,true,Box 4E,F8,true,Box 4F,F8,true,Box 4G,F8,false,Box 4H,F8,true,Box 4I,F8,true,Box 4J,F8,,Box 4K,,,,,,,,
25AC40_4V9W,2025-11-21,Box 4A,F9,true,Box 4B,F9,true,Box 1C,,,Box 4D,,true,Box 4E,F9,true,Box 4F,F9,true,Box 4G,F9,false,Box 4H,F9,true,Box 4I,F9,true,Box 4J,F9,,Box 4K,,,,,,,,
25AC41_0X3Y,2025-11-22,Box 4A,G1,true,Box 4B,G1,true,Box 1C,,,Box 4D,,true,Box 4E,G1,true,Box 4F,G1,true,Box 4G,G1,,Box 4H,G1,true,Box 4I,G1,true,Box 4J,G1,,Box 4K,,,,,,,,
25AC42_5Z7A,2025-11-23,Box 4A,G2,false,Box 4B,G2,false,Box 1C,,,Box 4D,,true,Box 4E,G2,true,Box 4F,G2,true,Box 4G,G2,,Box 4H,G2,true,Box 4I,G2,false,Box 4J,G2,,Box 4K,,,,,,,,
